ONGC.NS,,,,,
RELIANCE.NS,,,,,
HINDALCO.NS,,,,,
HDFCLIFE.NS,,,,,
BAJAJ-AUTO.NS,,,,,
GRASIM.NS,,,,,
BAJAJFINSV.NS,,,,,
NESTLEIND.NS,,,,,
TITAN.NS,,,,,
HEROMOTOCO.NS,,,,,
NTPC.NS,,,,,
BAJFINANCE.NS,,,,,
INDUSINDBK.NS,,,,,
LT.NS,,,,,
TCS.NS,,,,,
TECHM.NS,,,,,
WIPRO.NS,,,,,
BRITANNIA.NS,,,,,
SHREECEM.NS,,,,,
CIPLA.NS,,,,,
MARUTI.NS,,,,,
GAIL.NS,,,,,
ITC.NS,,,,,
COALINDIA.NS,,,,,
ICICIBANK.NS,,,,,
ULTRACEMCO.NS,,,,,
BHARTIARTL.NS,,,,,
TATASTEEL.NS,,,,,
KOTAKBANK.NS,,,,,
